"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds"
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Scapular Rectraction and Protraction",,"",2,"normal",,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Bear Crawls - Forward And Backward",,"",0,"normal",,2,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Bear Crawls - Forward And Backward",,"",1,"normal",,2,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Bear Crawls - Forward And Backward",,"",2,"normal",,2,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Curl",,"",0,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Curl",,"",1,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Curl",,"",2,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Curl",,"",3,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Curl",,"",4,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Curl",,"",5,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Swings",,"",0,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Swings",,"",1,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Swings",,"",2,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Swings",,"",3,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Swings",,"",4,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Swings",,"",5,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Catch",,"",0,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Catch",,"",1,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Catch",,"",2,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Catch",,"",3,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Catch",,"",4,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell Catch",,"",5,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell High Swing Hold Single Arm",,"",0,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell High Swing Hold Single Arm",,"",1,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell High Swing Hold Single Arm",,"",2,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell High Swing Hold Single Arm",,"",3,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell High Swing Hold Single Arm",,"",4,"normal",15,15,,
"Upper body kettlebell workout","17 Dec 2021, 13:00","17 Dec 2021, 14:08","","Kettlebell High Swing Hold Single Arm",,"",5,"normal",15,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings- Side to Side",,"",0,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings- Side to Side",,"",1,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings- Side to Side",,"",2,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings- Side to Side",,"",3,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings- Side to Side",,"",4,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings- Side to Side",,"",5,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings - Forward & Back",,"",0,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings - Forward & Back",,"",1,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings - Forward & Back",,"",2,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings - Forward & Back",,"",3,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings - Forward & Back",,"",4,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Swings - Forward & Back",,"",5,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",,"",0,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",,"",1,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",,"",2,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",,"",3,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",,"",4,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",,"",5,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lateral Band Walking",,"",0,"normal",,16,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lateral Band Walking",,"",1,"normal",,16,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lateral Band Walking",,"",2,"normal",,16,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Bear Crawls - Forward And Backward",,"",0,"normal",,2,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Bear Crawls - Forward And Backward",,"",1,"normal",,2,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Bear Crawls - Forward And Backward",,"",2,"normal",,2,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Dead Bug with Stability Ball",,"",0,"normal",,10,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Dead Bug with Stability Ball",,"",1,"normal",,10,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Dead Bug with Stability Ball",,"",2,"normal",,10,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Dead Bug with Stability Ball",,"",3,"normal",,10,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Dead Bug with Stability Ball",,"",4,"normal",,10,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Dead Bug with Stability Ball",,"",5,"normal",,10,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Curls with stability ball",,"",0,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Curls with stability ball",,"",1,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Leg Curls with stability ball",,"",2,"normal",,15,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lunge (Dumbbell)",,"",0,"normal",20,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lunge (Dumbbell)",,"",1,"normal",20,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lunge (Dumbbell)",,"",2,"normal",20,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lunge (Dumbbell)",,"",3,"normal",20,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lunge (Dumbbell)",,"",4,"normal",20,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Lunge (Dumbbell)",,"",5,"normal",20,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Cable Pull Through",,"",0,"normal",40,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Cable Pull Through",,"",1,"normal",40,12,,
"Lower body workout","15 Dec 2021, 12:00","15 Dec 2021, 13:00","","Cable Pull Through",,"",2,"normal",40,12,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Yoga",,"Sun A 5x",0,"normal",,,,900
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Hip Dips",,"",0,"normal",,20,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Glute Lifts From Forearm Plank",,"",0,"normal",,14,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Earth Quake",,"",0,"normal",,,,30
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Earth Quake",,"",1,"normal",,,,30
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Dumbbell Snatch",,"",0,"normal",10,12,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Dumbbell Snatch",,"",1,"normal",10,12,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Side Lunge To Squat Press Out",,"",0,"normal",10,12,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Rainbow Leg Lifts",,"",0,"normal",,,,30
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Deadlift Curls With Backward Lunge",,"",0,"normal",10,14,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Forward Squat DB swing To Narrow Squat",,"",0,"normal",20,8,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Backward Lunge To Curtsy",,"",0,"normal",20,15,,
"Short workout at home","14 Dec 2021, 14:41","14 Dec 2021, 15:21","","Backward Lunge To Curtsy",,"",1,"normal",20,15,,
"🧘🏻‍♀️","13 Dec 2021, 18:00","13 Dec 2021, 20:00","","Yoga",,"Warm detox and floe",0,"normal",,,,3600
"🧘🏻‍♀️","13 Dec 2021, 18:00","13 Dec 2021, 20:00","","Yoga",,"Yin",0,"normal",,,,3600
"🧘🏻‍♀️","13 Dec 2021, 08:55","13 Dec 2021, 09:55","","Yoga",,"Core yoga",0,"normal",,,,3600
"Yoga 🧘🏻‍♀️","7 Dec 2021, 12:00","7 Dec 2021, 12:45","","Yoga",,"Detox and flow",0,"normal",,,,2700
"Yoga","6 Dec 2021, 18:00","6 Dec 2021, 20:00","","Yoga",,"Warm detox and flow",0,"normal",,,,3600
"Yoga","6 Dec 2021, 18:00","6 Dec 2021, 20:00","","Yoga",,"Yin",0,"normal",,,,3600
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Stair Machine",,"",0,"normal",,,,480
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Scapular Rectraction and Protraction",0,"",0,"normal",,10,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Scapular Rectraction and Protraction",0,"",1,"normal",,10,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Scapular Rectraction and Protraction",0,"",2,"normal",,10,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",0,"",0,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",0,"",1,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",0,"",2,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",0,"",3,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",0,"",4,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",0,"",5,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Outward Shoulder Rotator",1,"",0,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Outward Shoulder Rotator",1,"",1,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Outward Shoulder Rotator",1,"",2,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Leg Curls with stability ball",1,"",0,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Leg Curls with stability ball",1,"",1,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Leg Curls with stability ball",1,"",2,"normal",,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Single Arm Cable Row",,"",0,"normal",20,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Single Arm Cable Row",,"",1,"normal",20,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Single Arm Cable Row",,"",2,"normal",20,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Single Arm Cable Row",,"",3,"normal",20,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Single Arm Cable Row",,"",4,"normal",25,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Single Arm Cable Row",,"",5,"normal",25,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Back Extension (Weighted Hyperextension)",,"",0,"normal",10,25,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Back Extension (Weighted Hyperextension)",,"",1,"normal",10,25,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Back Extension (Weighted Hyperextension)",,"",2,"normal",10,25,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Back Extension (Machine)",,"",0,"normal",155,30,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Back Extension (Machine)",,"",1,"normal",155,30,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Back Extension (Machine)",,"",2,"normal",160,30,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bent Over Row (Barbell)",,"",0,"normal",30,24,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bent Over Row (Barbell)",,"",1,"normal",40,16,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bent Over Row (Barbell)",,"",2,"normal",40,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bent Over Fly (Dumbbell)",,"",0,"normal",20,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bent Over Fly (Dumbbell)",,"",1,"normal",20,10,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bent Over Fly (Dumbbell)",,"",2,"normal",20,10,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bicep Curl (Dumbbell)",,"",0,"normal",20,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bicep Curl (Dumbbell)",,"",1,"normal",30,12,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Bicep Curl (Dumbbell)",,"",2,"normal",30,10,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Hammer Curl (Dumbbell)",,"",0,"normal",20,15,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Hammer Curl (Dumbbell)",,"",1,"normal",30,9,,
"Pull 2","3 Dec 2021, 09:09","3 Dec 2021, 10:23","","Hammer Curl (Dumbbell)",,"",2,"normal",20,12,,
"Yoga 🧘🏻‍♀️","1 Dec 2021, 18:00","1 Dec 2021, 19:45","","Yoga",,"Evolved mobility",0,"normal",,,,2700
"Yoga 🧘🏻‍♀️","1 Dec 2021, 18:00","1 Dec 2021, 19:45","","Yoga",,"Warm detox and flow",0,"normal",,,,3600
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","No Machine  Warm Up",,"Walking toe taps, squat reverse walk, lunge twist walk, single leg balance foot taps",0,"normal",,,,600
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",0,"",0,"normal",,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",0,"",1,"normal",,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",0,"",2,"normal",,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",0,"",3,"normal",,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",0,"",4,"normal",,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Laying Leg Band Pull Apart Abduction Of The Hip (Band)",0,"",5,"normal",,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lateral Band Walking",0,"Add squat to each step. Across the room and back.",0,"normal",,16,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lateral Band Walking",0,"Add squat to each step. Across the room and back.",1,"normal",,16,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lateral Band Walking",0,"Add squat to each step. Across the room and back.",2,"normal",,16,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Cable Pull Through",1,"",0,"normal",40,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Cable Pull Through",1,"",1,"normal",40,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Cable Pull Through",1,"",2,"normal",40,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lunge (Dumbbell)",1,"",0,"normal",15,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lunge (Dumbbell)",1,"",1,"normal",15,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lunge (Dumbbell)",1,"",2,"normal",15,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lunge (Dumbbell)",1,"",3,"normal",15,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lunge (Dumbbell)",1,"",4,"normal",15,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Lunge (Dumbbell)",1,"",5,"normal",15,15,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Cable Lunge Pivot",2,"",0,"normal",30,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Cable Lunge Pivot",2,"",1,"normal",30,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Cable Lunge Pivot",2,"",2,"normal",30,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Kneeling Cable Cheat Press",2,"",0,"normal",40,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Kneeling Cable Cheat Press",2,"",1,"normal",40,12,,
"Personal training","1 Dec 2021, 13:00","1 Dec 2021, 13:19","","Kneeling Cable Cheat Press",2,"",2,"normal",40,12,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Stretching",,"",0,"normal",,,,830
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Push Up",,"",0,"normal",,4,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Push Up",,"",1,"normal",,5,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Plank",0,"",0,"normal",,,,60
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Side Plank",0,"",0,"normal",,,,30
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Side Plank",0,"",1,"normal",,,,30
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Reverse Plank",1,"",0,"normal",,,,30
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Reverse Plank",1,"",1,"normal",,,,30
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Lying Leg Raise",1,"",0,"normal",,25,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Lying Leg Raise",1,"",1,"normal",,25,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Lying Leg Raise",1,"",2,"normal",,25,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Bench Dip",2,"",0,"normal",,13,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Bench Dip",2,"",1,"normal",,12,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Bench Dip",2,"",2,"normal",,11,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Bench Press (Dumbbell)",2,"",0,"normal",30,24,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Bench Press (Dumbbell)",2,"",1,"normal",30,20,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Bench Press (Dumbbell)",2,"",2,"normal",30,18,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Lateral Raise (Dumbbell)",3,"",0,"normal",20,12,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Lateral Raise (Dumbbell)",3,"",1,"normal",20,12,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Lateral Raise (Dumbbell)",3,"",2,"normal",20,12,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Incline Bench Press (Dumbbell)",3,"",0,"normal",30,15,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Incline Bench Press (Dumbbell)",3,"",1,"normal",30,15,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Incline Bench Press (Dumbbell)",3,"",2,"normal",30,13,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Triceps Extension (Dumbbell)",4,"",0,"normal",15,24,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Triceps Extension (Dumbbell)",4,"",1,"normal",15,20,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Triceps Extension (Dumbbell)",4,"",2,"normal",15,17,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Chest Fly (Dumbbell)",4,"",0,"normal",20,16,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Chest Fly (Dumbbell)",4,"",1,"normal",30,9,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Chest Fly (Dumbbell)",4,"",2,"normal",30,8,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Arnold Press (Dumbbell)",,"",0,"normal",30,12,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Arnold Press (Dumbbell)",,"",1,"normal",30,12,,
"Push and abs workout 2","30 Nov 2021, 15:11","30 Nov 2021, 16:03","","Arnold Press (Dumbbell)",,"",2,"normal",30,12,,
"Yoga 🧘🏻‍♀️","29 Nov 2021, 18:00","29 Nov 2021, 20:01","","Yoga",,"Warm detox and flow",0,"normal",,,,3600
"Yoga 🧘🏻‍♀️","29 Nov 2021, 18:00","29 Nov 2021, 20:01","","Yoga",,"Yin",0,"normal",,,,3600
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Stair Machine",,"",0,"normal",,,,480
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Stretching",,"",0,"normal",,,,480
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Leg Curls with stability ball",,"",0,"normal",,15,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Leg Curls with stability ball",,"",1,"normal",,15,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Leg Curls with stability ball",,"",2,"normal",,15,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Squat (Bodyweight)",,"",0,"normal",,20,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Squat (Bodyweight)",,"",1,"normal",,20,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Squat (Bodyweight)",,"",2,"normal",,22,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Hip Thrust (Barbell)",,"",0,"normal",40,18,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Hip Thrust (Barbell)",,"",1,"normal",40,18,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Hip Thrust (Barbell)",,"",2,"normal",40,14,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Goblet Squat",,"",0,"normal",10,12,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Goblet Squat",,"",1,"normal",10,10,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Goblet Squat",,"",2,"normal",15,10,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Leg Press Horizontal (Machine)",,"",0,"normal",110,18,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Leg Press Horizontal (Machine)",,"",1,"normal",110,18,,
"Leg day A","27 Nov 2021, 14:35","27 Nov 2021, 15:44","","Leg Press Horizontal (Machine)",,"",2,"normal",115,15,,
