"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_km","duration_seconds"
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Roll Out Shoulder",,"",0,"normal",,,,120
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Roll Out Shoulder",,"",1,"normal",,,,120
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Roll Out Shoulder",,"",2,"normal",,,,120
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Roll Out Shoulder",,"",3,"normal",,,,120
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Floss Shoulders",,"",0,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Floss Shoulders",,"",1,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Floss Shoulders",,"",2,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Band Pullaparts",,"",0,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Band Pullaparts",,"",1,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Band Pullaparts",,"",2,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Outward Shoulder Rotator",,"",0,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Outward Shoulder Rotator",,"",1,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Outward Shoulder Rotator",,"",2,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Scapular Rectraction and Protraction",,"",0,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Scapular Rectraction and Protraction",,"",1,"normal",,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Scapular Rectraction and Protraction",,"",2,"normal",,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",,"",0,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",,"",1,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",,"",2,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Lunge with Twist - Stretch Shoulder And Core Rotation",,"",3,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Bird/Dog 1",,"",0,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Bird/Dog 1",,"",1,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Bird/Dog 1",,"",2,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Bird/Dog 1",,"",3,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Arnold Press (Dumbbell)",,"",0,"normal",20,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Arnold Press (Dumbbell)",,"",1,"normal",20,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Arnold Press (Dumbbell)",,"",2,"normal",20,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Plank",,"",0,"normal",,,,60
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Plank",,"",1,"normal",,,,60
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","kettlebell  lower leg and reverse crunch",,"",0,"normal",,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","kettlebell  lower leg and reverse crunch",,"",1,"normal",,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","kettlebell  lower leg and reverse crunch",,"",2,"normal",,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","ketllebell crunch",,"",0,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","ketllebell crunch",,"",1,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","ketllebell crunch",,"",2,"normal",,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Front Raise (Dumbbell)",,"",0,"normal",10,20,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Front Raise (Dumbbell)",,"",1,"normal",10,20,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Front Raise (Dumbbell)",,"",2,"normal",20,11,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Boat Pose to Low Boat",,"",0,"normal",,10,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Boat Pose to Low Boat",,"",1,"normal",,10,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Bottom Up Press",,"",0,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Bottom Up Press",,"",1,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Bottom Up Press",,"",2,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Bottom Up Press",,"",3,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Reverse Plank",,"",0,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Reverse Plank",,"",1,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Single Arm Swings",,"",0,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Single Arm Swings",,"",1,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Single Arm Swings",,"",2,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Kettlebell Single Arm Swings",,"",3,"normal",15,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Bicycle Crunch Raised Legs",,"",0,"normal",,20,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Bicycle Crunch Raised Legs",,"",1,"normal",,20,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Overhead Press (Dumbbell)",,"",0,"normal",20,15,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Overhead Press (Dumbbell)",,"",1,"normal",20,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Overhead Press (Dumbbell)",,"",2,"normal",20,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Side Plank",,"",0,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Side Plank",,"",1,"normal",,,,30
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Upright Row (Dumbbell)",,"",0,"normal",20,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Upright Row (Dumbbell)",,"",1,"normal",20,12,,
"Shoulders and Core - At home","29 Jan 2022, 15:15","29 Jan 2022, 16:23","","Upright Row (Dumbbell)",,"",2,"normal",20,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Cactus Arms Dynamic Stretch",,"",0,"normal",,8,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Floss Shoulders",0,"",0,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Floss Shoulders",0,"",1,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Floss Shoulders",0,"",2,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Band Pullaparts",0,"",0,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Band Pullaparts",0,"",1,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Band Pullaparts",0,"",2,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Outward Shoulder Rotator",1,"",0,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Outward Shoulder Rotator",1,"",1,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Outward Shoulder Rotator",1,"",2,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Lunge with Twist - Stretch Shoulder And Core Rotation",1,"",0,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Lunge with Twist - Stretch Shoulder And Core Rotation",1,"",1,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Lunge with Twist - Stretch Shoulder And Core Rotation",1,"",2,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Lunge with Twist - Stretch Shoulder And Core Rotation",1,"",3,"normal",,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","cat/cow ",,"",0,"normal",,,,120
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Locust pose",5,"",0,"normal",,,,15
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Locust pose",5,"",1,"normal",,,,15
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Locust pose",5,"",2,"normal",,,,15
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Superman",5,"",0,"normal",,10,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Superman",5,"",1,"normal",,10,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Superman",5,"",2,"normal",,10,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kickstand Deadlift",6,"",0,"normal",25,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kickstand Deadlift",6,"",1,"normal",25,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kickstand Deadlift",6,"",2,"normal",25,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kickstand Deadlift",6,"",3,"normal",25,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kickstand Deadlift",6,"",4,"normal",25,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kickstand Deadlift",6,"",5,"normal",25,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bent Over Fly (Dumbbell)",6,"",0,"normal",20,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bent Over Fly (Dumbbell)",6,"",1,"normal",20,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bent Over Fly (Dumbbell)",6,"",2,"normal",20,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bicep Curl (Dumbbell)",2,"",0,"normal",20,18,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bicep Curl (Dumbbell)",2,"",1,"normal",20,16,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bicep Curl (Dumbbell)",2,"",2,"normal",20,16,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Seated Palms Up Wrist Curl",2,"",0,"normal",20,16,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Seated Palms Up Wrist Curl",2,"",1,"normal",20,16,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Seated Palms Up Wrist Curl",2,"",2,"normal",20,14,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Cross Body Hammer Curl",3,"",0,"normal",20,24,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Cross Body Hammer Curl",3,"",1,"normal",20,26,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Cross Body Hammer Curl",3,"",2,"normal",20,26,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bench Dip",3,"",0,"normal",,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bench Dip",3,"",1,"normal",,14,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Bench Dip",3,"",2,"normal",,14,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Zottman Curl (Dumbbell)",4,"",0,"normal",20,16,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Zottman Curl (Dumbbell)",4,"",1,"normal",20,16,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Zottman Curl (Dumbbell)",4,"",2,"normal",20,14,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Skullcrusher (Dumbbell)",4,"",0,"normal",20,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Skullcrusher (Dumbbell)",4,"",1,"normal",20,15,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Skullcrusher (Dumbbell)",4,"",2,"normal",20,14,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","One Arm Tricep Extension (Dumbbell)",,"",0,"normal",10,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","One Arm Tricep Extension (Dumbbell)",,"",1,"normal",10,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","One Arm Tricep Extension (Dumbbell)",,"",2,"normal",10,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","One Arm Tricep Extension (Dumbbell)",,"",3,"normal",10,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","One Arm Tricep Extension (Dumbbell)",,"",4,"normal",10,8,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","One Arm Tricep Extension (Dumbbell)",,"",5,"normal",10,8,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kettlebell Bottom Up Press",,"",0,"normal",15,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kettlebell Bottom Up Press",,"",1,"normal",15,12,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kettlebell Bottom Up Press",,"",2,"normal",15,10,,
"Arms / back At home","27 Jan 2022, 17:33","27 Jan 2022, 18:32","","Kettlebell Bottom Up Press",,"",3,"normal",15,10,,
"Yoga 🧘🏻‍♀️","26 Jan 2022, 18:30","26 Jan 2022, 19:17","","Yoga",,"",0,"normal",,,,2820
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Dynamic Leg Warm Up",,"",0,"normal",,,,180
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Floss Shoulders",,"",0,"normal",,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Floss Shoulders",,"",1,"normal",,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Band Pullaparts",,"",0,"normal",,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Band Pullaparts",,"",1,"normal",,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","prisoners squat",,"",0,"normal",,20,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","prisoners squat",,"",1,"normal",,20,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","prisoners squat",,"",2,"normal",,20,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","kettlebell  lower leg and reverse crunch",,"",0,"normal",,12,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","kettlebell  lower leg and reverse crunch",,"",1,"normal",,12,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","kettlebell  lower leg and reverse crunch",,"",2,"normal",,12,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","ketllebell crunch",,"",0,"normal",,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","ketllebell crunch",,"",1,"normal",,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","ketllebell crunch",,"",2,"normal",,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Single Arm Swings",,"",0,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Single Arm Swings",,"",1,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Single Arm Swings",,"",2,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Single Arm Swings",,"",3,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Single Arm Swings",,"",4,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Single Arm Swings",,"",5,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kickstand Deadlift",,"",0,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kickstand Deadlift",,"",1,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kickstand Deadlift",,"",2,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kickstand Deadlift",,"",3,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kickstand Deadlift",,"",4,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kickstand Deadlift",,"",5,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Low Windmill",,"",0,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Low Windmill",,"",1,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Low Windmill",,"",2,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Low Windmill",,"",3,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Low Windmill",,"",4,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell Low Windmill",,"",5,"normal",25,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell High Windmill",,"",0,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell High Windmill",,"",1,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell High Windmill",,"",2,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell High Windmill",,"",3,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell High Windmill",,"",4,"normal",15,15,,
"Kettlebell workout - personal trainer","26 Jan 2022, 17:36","26 Jan 2022, 18:36","","Kettlebell High Windmill",,"",5,"normal",15,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Roll Out Hip Flexor",,"",0,"normal",,,,120
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Roll Out Hip Flexor",,"",1,"normal",,,,120
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Roll Out Glute",,"",0,"normal",,,,120
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Roll Out Glute",,"",1,"normal",,,,120
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Dynamic Leg Warm Up",,"",0,"normal",,,,300
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings- Side to Side",1,"",0,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings- Side to Side",1,"",1,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings- Side to Side",1,"",2,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings- Side to Side",1,"",3,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings- Side to Side",1,"",4,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings- Side to Side",1,"",5,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings - Forward & Back",1,"",0,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings - Forward & Back",1,"",1,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings - Forward & Back",1,"",2,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings - Forward & Back",1,"",3,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings - Forward & Back",1,"",4,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Swings - Forward & Back",1,"",5,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Jump Squat",2,"",0,"normal",,12,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Jump Squat",2,"",1,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Jump Squat",2,"",2,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Squat Walk",2,"",0,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Squat Walk",2,"",1,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Squat Walk",2,"",2,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Hip Thrust (Barbell)",,"",0,"normal",15,20,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Hip Thrust (Barbell)",,"",1,"normal",15,20,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Hip Thrust (Barbell)",,"",2,"normal",15,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Hip Thrust (Barbell)",,"",3,"normal",15,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Curls with stability ball",3,"We",0,"normal",,12,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Curls with stability ball",3,"We",1,"normal",,12,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Leg Curls with stability ball",3,"We",2,"normal",,9,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Squat (Dumbbell)",3,"",0,"normal",20,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Squat (Dumbbell)",3,"",1,"normal",20,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Squat (Dumbbell)",3,"",2,"normal",20,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Good Morning Dumbbells",4,"",0,"normal",20,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Good Morning Dumbbells",4,"",1,"normal",20,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Good Morning Dumbbells",4,"",2,"normal",20,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Lateral Lunge",4,"",0,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Lateral Lunge",4,"",1,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Lateral Lunge",4,"",2,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Lateral Lunge",4,"",3,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Lateral Lunge",4,"",4,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Lateral Lunge",4,"",5,"normal",,15,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Reverse Lunge (Dumbbell)",5,"",0,"normal",20,12,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Reverse Lunge (Dumbbell)",5,"",1,"normal",20,12,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Reverse Lunge (Dumbbell)",5,"",2,"normal",20,12,,
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Wall Sit",5,"",0,"normal",,,,60
"Legs - At home","25 Jan 2022, 14:14","25 Jan 2022, 15:23","","Single Leg Standing Calf Raise (Dumbbell)",0,"",0,"normal",15,12,,
